,,,3.47E-04,4.282305098,,,,,3.47E-04,4.32E+00
,,,3.48E-04,4.323392565,,,,,3.48E-04,4.42E+00
,,,3.49E-04,4.539121458,,,,,3.49E-04,4.54E+00
,,,3.50E-04,4.346595087,,,,,3.50E-04,4.52E+00
,,,3.51E-04,4.167422941,,,,,3.51E-04,4.54E+00
,,,3.52E-04,4.239356062,,,,,3.52E-04,4.64E+00
,,,3.53E-04,4.132708846,,,,,3.53E-04,4.66E+00
,,,3.54E-04,4.163612317,,,,,3.54E-04,4.67E+00
,,,3.55E-04,4.08677325,,,,,3.55E-04,4.67E+00
,,,3.56E-04,4.166920796,,,,,3.56E-04,4.82E+00
,,,3.57E-04,4.344793678,,,,,3.57E-04,4.88E+00
,,,3.58E-04,4.253901595,,,,,3.58E-04,4.79E+00
,,,3.59E-04,4.295374632,,,,,3.59E-04,4.76E+00
,,,3.60E-04,4.137775486,,,,,3.60E-04,4.82E+00
,,,3.61E-04,4.306895967,,,,,3.61E-04,4.94E+00
,,,3.62E-04,4.317026268,,,,,3.62E-04,5.05E+00
,,,3.63E-04,4.209080429,,,,,3.63E-04,4.75E+00
,,,3.64E-04,4.222112038,,,,,3.64E-04,4.84E+00
,,,3.65E-04,4.188817056,,,,,3.65E-04,5.01E+00
,,,3.66E-04,4.25796632,,,,,3.66E-04,5.07E+00
,,,3.67E-04,4.024113067,,,,,3.67E-04,5.24E+00
,,,3.68E-04,4.167542408,,,,,3.68E-04,4.97E+00
,,,3.69E-04,4.186988431,,,,,3.69E-04,4.87E+00
,,,3.70E-04,4.231531038,,,,,3.70E-04,5.12E+00
,,,3.71E-04,4.277560389,,,,,3.71E-04,5.20E+00
,,,3.72E-04,4.267170161,,,,,3.72E-04,5.22E+00
,,,3.73E-04,4.21903118,,,,,3.73E-04,5.03E+00
,,,3.74E-04,4.24642107,,,,,3.74E-04,5.54E+00
,,,3.75E-04,4.21950604,,,,,3.75E-04,5.20E+00
,,,3.76E-04,4.349864665,,,,,3.76E-04,5.34E+00
,,,3.77E-04,4.299796142,,,,,3.77E-04,5.19E+00
,,,3.78E-04,4.303528062,,,,,3.78E-04,5.36E+00
,,,3.79E-04,4.141411793,,,,,3.79E-04,5.12E+00
,,,3.80E-04,4.0922692,,,,,3.80E-04,5.43E+00
,,,3.81E-04,4.192070881,,,,,3.81E-04,5.38E+00
,,,3.82E-04,4.173221773,,,,,3.82E-04,5.51E+00
,,,3.83E-04,4.282193113,,,,,3.83E-04,5.44E+00
,,,3.84E-04,4.316106969,,,,,3.84E-04,5.74E+00
,,,3.85E-04,4.006200325,,,,,3.85E-04,5.4625255
,,,3.86E-04,4.236668604,,,,,3.86E-04,5.44039286
,,,3.87E-04,3.933076511,,,,,3.87E-04,5.55E+00
,,,3.88E-04,4.188971456,,,,,3.88E-04,5.58E+00
,,,3.89E-04,3.999631903,,,,,3.89E-04,5.50E+00
,,,3.90E-04,4.227203021,,,,,3.90E-04,5.65E+00
,,,3.91E-04,4.181132011,,,,,3.91E-04,5.830179542
,,,3.92E-04,4.334402192,,,,,3.92E-04,5.69E+00
,,,3.93E-04,4.193697287,,,,,3.93E-04,5.696630567
,,,3.94E-04,4.235093853,,,,,3.94E-04,5.58E+00
,,,3.95E-04,4.193144866,,,,,3.95E-04,5.75E+00
,,,3.96E-04,4.110384585,,,,,3.96E-04,5.58E+00
,,,3.97E-04,4.174678373,,,,,3.97E-04,5.66E+00
,,,3.98E-04,4.022447222,,,,,3.98E-04,5.71E+00
,,,3.99E-04,4.222159161,,,,,3.99E-04,5.75E+00
,,,4.00E-04,3.994867901,,,,,4.00E-04,5.91E+00
,,,4.01E-04,3.989665619,,,,,4.01E-04,5.71E+00
